SIM G1 G2 G3 G4 G5 G6 G7 G8 G9 G10
SIM5418 GCF_004526325.1_cds_from_genomic.fna.gz GCF_000604125.1_cds_from_genomic.fna.gz GCF_902381665.1_cds_from_genomic.fna.gz GCF_001746615.1_cds_from_genomic.fna.gz GCF_003186205.1_cds_from_genomic.fna.gz GCF_001697785.1_cds_from_genomic.fna.gz GCF_000092565.1_cds_from_genomic.fna.gz GCF_000013145.1_cds_from_genomic.fna.gz GCF_000007145.1_cds_from_genomic.fna.gz GCF_011464655.1_cds_from_genomic.fna.gz
SIM5419 GCF_003948085.2_cds_from_genomic.fna.gz GCF_002210065.1_cds_from_genomic.fna.gz GCF_007567505.1_cds_from_genomic.fna.gz GCF_002147855.1_cds_from_genomic.fna.gz GCF_002447195.1_cds_from_genomic.fna.gz GCF_001698085.1_cds_from_genomic.fna.gz GCF_001685625.1_cds_from_genomic.fna.gz GCF_000008605.1_cds_from_genomic.fna.gz GCF_000007985.2_cds_from_genomic.fna.gz GCF_000022805.1_cds_from_genomic.fna.gz
SIM5420 GCF_000022005.1_cds_from_genomic.fna.gz GCF_000014965.1_cds_from_genomic.fna.gz GCF_001007045.1_cds_from_genomic.fna.gz GCF_900120315.1_cds_from_genomic.fna.gz GCF_011604745.1_cds_from_genomic.fna.gz GCF_000007925.1_cds_from_genomic.fna.gz GCF_004355565.1_cds_from_genomic.fna.gz GCF_007107525.1_cds_from_genomic.fna.gz GCF_002116815.1_cds_from_genomic.fna.gz GCF_001674475.2_cds_from_genomic.fna.gz
SIM5421 GCF_001484005.1_cds_from_genomic.fna.gz GCF_900010805.1_cds_from_genomic.fna.gz GCF_000015605.1_cds_from_genomic.fna.gz GCF_001865695.1_cds_from_genomic.fna.gz GCF_000008525.1_cds_from_genomic.fna.gz GCF_000612765.1_cds_from_genomic.fna.gz GCF_007827165.1_cds_from_genomic.fna.gz GCF_001188695.1_cds_from_genomic.fna.gz GCF_006402735.1_cds_from_genomic.fna.gz GCF_000318825.1_cds_from_genomic.fna.gz
SIM5422 GCF_002205775.2_cds_from_genomic.fna.gz GCF_002116855.1_cds_from_genomic.fna.gz GCF_000242595.2_cds_from_genomic.fna.gz GCF_000277285.1_cds_from_genomic.fna.gz GCF_002447035.1_cds_from_genomic.fna.gz GCF_000959185.1_cds_from_genomic.fna.gz GCF_001643035.1_cds_from_genomic.fna.gz GCF_000934305.1_cds_from_genomic.fna.gz GCF_001697165.1_cds_from_genomic.fna.gz GCF_000590675.1_cds_from_genomic.fna.gz
SIM5423 GCF_002966555.1_cds_from_genomic.fna.gz GCF_000698325.1_cds_from_genomic.fna.gz GCF_000954175.1_cds_from_genomic.fna.gz GCF_002109425.1_cds_from_genomic.fna.gz GCF_002953595.1_cds_from_genomic.fna.gz GCF_001697925.1_cds_from_genomic.fna.gz GCF_000092325.1_cds_from_genomic.fna.gz GCF_000011385.1_cds_from_genomic.fna.gz GCF_001746695.1_cds_from_genomic.fna.gz GCF_000146165.2_cds_from_genomic.fna.gz
SIM5424 GCF_003288775.1_cds_from_genomic.fna.gz GCF_008330805.1_cds_from_genomic.fna.gz GCF_001752765.1_cds_from_genomic.fna.gz GCF_001721705.1_cds_from_genomic.fna.gz GCF_001746735.1_cds_from_genomic.fna.gz GCF_000834825.1_cds_from_genomic.fna.gz GCF_009913635.1_cds_from_genomic.fna.gz GCF_002197145.1_cds_from_genomic.fna.gz GCF_003515405.1_cds_from_genomic.fna.gz GCF_001677075.2_cds_from_genomic.fna.gz
SIM5425 GCF_001280225.1_cds_from_genomic.fna.gz GCF_000302515.1_cds_from_genomic.fna.gz GCF_900168255.1_cds_from_genomic.fna.gz GCF_004295545.1_cds_from_genomic.fna.gz GCF_001042855.1_cds_from_genomic.fna.gz GCF_002447735.1_cds_from_genomic.fna.gz GCF_001182765.1_cds_from_genomic.fna.gz GCF_002117875.1_cds_from_genomic.fna.gz GCF_000012725.1_cds_from_genomic.fna.gz GCF_002356015.1_cds_from_genomic.fna.gz
SIM5426 GCF_003264275.1_cds_from_genomic.fna.gz GCF_900235825.1_cds_from_genomic.fna.gz GCF_004101545.1_cds_from_genomic.fna.gz GCF_001753305.1_cds_from_genomic.fna.gz GCF_001951315.1_cds_from_genomic.fna.gz GCF_000419425.1_cds_from_genomic.fna.gz GCF_000833235.1_cds_from_genomic.fna.gz GCF_001693295.1_cds_from_genomic.fna.gz GCF_004135735.1_cds_from_genomic.fna.gz GCF_000008805.1_cds_from_genomic.fna.gz
SIM5427 GCF_000195875.1_cds_from_genomic.fna.gz GCF_000015565.1_cds_from_genomic.fna.gz GCF_000583105.1_cds_from_genomic.fna.gz GCF_001886795.1_cds_from_genomic.fna.gz GCF_002952555.1_cds_from_genomic.fna.gz GCF_000756145.1_cds_from_genomic.fna.gz GCF_008728375.1_cds_from_genomic.fna.gz GCF_001558215.1_cds_from_genomic.fna.gz GCF_000834375.1_cds_from_genomic.fna.gz GCF_000418305.1_cds_from_genomic.fna.gz
SIM5428 GCF_000286715.1_cds_from_genomic.fna.gz GCF_002446875.1_cds_from_genomic.fna.gz GCF_000311765.1_cds_from_genomic.fna.gz GCF_000740415.1_cds_from_genomic.fna.gz GCF_003184485.1_cds_from_genomic.fna.gz GCF_000025365.1_cds_from_genomic.fna.gz GCF_001647795.1_cds_from_genomic.fna.gz GCF_900475195.1_cds_from_genomic.fna.gz GCF_001318385.1_cds_from_genomic.fna.gz GCF_004135755.1_cds_from_genomic.fna.gz
SIM5429 GCF_000725325.1_cds_from_genomic.fna.gz GCF_000148855.1_cds_from_genomic.fna.gz GCF_002224385.1_cds_from_genomic.fna.gz GCF_000344355.2_cds_from_genomic.fna.gz GCF_002109345.1_cds_from_genomic.fna.gz GCF_001544955.1_cds_from_genomic.fna.gz GCF_002208785.1_cds_from_genomic.fna.gz GCF_000018065.1_cds_from_genomic.fna.gz GCF_000021165.1_cds_from_genomic.fna.gz GCF_000192885.1_cds_from_genomic.fna.gz
SIM5430 GCF_900236525.1_cds_from_genomic.fna.gz GCF_001281365.1_cds_from_genomic.fna.gz GCF_003516045.1_cds_from_genomic.fna.gz GCF_002111125.1_cds_from_genomic.fna.gz GCF_002238375.1_cds_from_genomic.fna.gz GCF_003368205.1_cds_from_genomic.fna.gz GCF_002735225.1_cds_from_genomic.fna.gz GCF_004355725.1_cds_from_genomic.fna.gz GCF_000583835.1_cds_from_genomic.fna.gz GCF_003491185.1_cds_from_genomic.fna.gz
SIM5431 GCF_009946845.1_cds_from_genomic.fna.gz GCF_000814345.1_cds_from_genomic.fna.gz GCF_000011965.2_cds_from_genomic.fna.gz GCF_900638595.1_cds_from_genomic.fna.gz GCF_000238175.1_cds_from_genomic.fna.gz GCF_000685625.1_cds_from_genomic.fna.gz GCF_000875715.1_cds_from_genomic.fna.gz GCF_000217615.1_cds_from_genomic.fna.gz GCF_002813655.1_cds_from_genomic.fna.gz GCF_001697125.1_cds_from_genomic.fna.gz
SIM5432 GCF_006402415.1_cds_from_genomic.fna.gz GCF_002357955.1_cds_from_genomic.fna.gz GCF_002587105.1_cds_from_genomic.fna.gz GCF_008728315.1_cds_from_genomic.fna.gz GCF_011464015.1_cds_from_genomic.fna.gz GCF_000210495.1_cds_from_genomic.fna.gz GCF_003355375.1_cds_from_genomic.fna.gz GCF_000494855.1_cds_from_genomic.fna.gz GCF_001725985.1_cds_from_genomic.fna.gz GCF_001880185.2_cds_from_genomic.fna.gz
SIM5433 GCF_000231175.1_cds_from_genomic.fna.gz GCF_002859505.1_cds_from_genomic.fna.gz GCF_001886835.1_cds_from_genomic.fna.gz GCF_000318905.1_cds_from_genomic.fna.gz GCF_001746595.1_cds_from_genomic.fna.gz GCF_000208385.1_cds_from_genomic.fna.gz GCF_002859485.1_cds_from_genomic.fna.gz GCF_001721705.1_cds_from_genomic.fna.gz GCF_002843665.1_cds_from_genomic.fna.gz GCF_002127985.1_cds_from_genomic.fna.gz
SIM5434 GCF_001746715.1_cds_from_genomic.fna.gz GCF_900236585.1_cds_from_genomic.fna.gz GCF_003052045.1_cds_from_genomic.fna.gz GCF_000091085.2_cds_from_genomic.fna.gz GCF_000319675.2_cds_from_genomic.fna.gz GCF_000833165.1_cds_from_genomic.fna.gz GCF_002346085.1_cds_from_genomic.fna.gz GCF_001668465.2_cds_from_genomic.fna.gz GCF_002850095.1_cds_from_genomic.fna.gz GCF_001653475.1_cds_from_genomic.fna.gz
SIM5435 GCF_002447095.1_cds_from_genomic.fna.gz GCF_003515225.1_cds_from_genomic.fna.gz GCF_000328665.1_cds_from_genomic.fna.gz GCF_003060725.1_cds_from_genomic.fna.gz GCF_003061385.1_cds_from_genomic.fna.gz GCF_001975085.1_cds_from_genomic.fna.gz GCF_000404245.1_cds_from_genomic.fna.gz GCF_001895845.1_cds_from_genomic.fna.gz GCF_002447195.1_cds_from_genomic.fna.gz GCF_001593305.1_cds_from_genomic.fna.gz
SIM5436 GCF_001277875.1_cds_from_genomic.fna.gz GCF_003003515.1_cds_from_genomic.fna.gz GCF_002082805.1_cds_from_genomic.fna.gz GCF_000320385.2_cds_from_genomic.fna.gz GCF_001887695.1_cds_from_genomic.fna.gz GCF_000364765.1_cds_from_genomic.fna.gz GCF_000832465.1_cds_from_genomic.fna.gz GCF_002777015.1_cds_from_genomic.fna.gz GCF_011464375.1_cds_from_genomic.fna.gz GCF_009947575.1_cds_from_genomic.fna.gz
SIM5437 GCF_001022195.1_cds_from_genomic.fna.gz GCF_000302515.1_cds_from_genomic.fna.gz GCF_000971725.1_cds_from_genomic.fna.gz GCF_000011405.1_cds_from_genomic.fna.gz GCF_003312895.1_cds_from_genomic.fna.gz GCF_000021065.1_cds_from_genomic.fna.gz GCF_002448075.1_cds_from_genomic.fna.gz GCF_000941035.1_cds_from_genomic.fna.gz GCF_001746715.1_cds_from_genomic.fna.gz GCF_007431745.1_cds_from_genomic.fna.gz
SIM5438 GCF_000168775.2_cds_from_genomic.fna.gz GCF_000834335.1_cds_from_genomic.fna.gz GCF_008761575.1_cds_from_genomic.fna.gz GCF_900637335.1_cds_from_genomic.fna.gz GCF_000270005.1_cds_from_genomic.fna.gz GCF_003410255.1_cds_from_genomic.fna.gz GCF_000020365.1_cds_from_genomic.fna.gz GCF_012934985.1_cds_from_genomic.fna.gz GCF_000219535.2_cds_from_genomic.fna.gz GCF_001026965.1_cds_from_genomic.fna.gz
SIM5439 GCF_001766355.1_cds_from_genomic.fna.gz GCF_001042875.1_cds_from_genomic.fna.gz GCF_000800415.1_cds_from_genomic.fna.gz GCF_003515625.1_cds_from_genomic.fna.gz GCF_001506745.1_cds_from_genomic.fna.gz GCF_001272775.1_cds_from_genomic.fna.gz GCF_001022295.1_cds_from_genomic.fna.gz GCF_000952915.1_cds_from_genomic.fna.gz GCF_000091565.1_cds_from_genomic.fna.gz GCF_001753325.1_cds_from_genomic.fna.gz
SIM5440 GCF_009945165.1_cds_from_genomic.fna.gz GCF_002886685.1_cds_from_genomic.fna.gz GCF_002447895.1_cds_from_genomic.fna.gz GCF_004028375.1_cds_from_genomic.fna.gz GCF_000521545.1_cds_from_genomic.fna.gz GCF_001507045.1_cds_from_genomic.fna.gz GCF_000277385.1_cds_from_genomic.fna.gz GCF_003061385.1_cds_from_genomic.fna.gz GCF_001683065.1_cds_from_genomic.fna.gz GCF_000259235.1_cds_from_genomic.fna.gz
SIM5441 GCF_004328905.1_cds_from_genomic.fna.gz GCF_001593285.1_cds_from_genomic.fna.gz GCF_001895805.1_cds_from_genomic.fna.gz GCF_002954185.1_cds_from_genomic.fna.gz GCF_900187115.1_cds_from_genomic.fna.gz GCF_010232985.1_cds_from_genomic.fna.gz GCF_002803865.1_cds_from_genomic.fna.gz GCF_002111365.1_cds_from_genomic.fna.gz GCF_003096175.1_cds_from_genomic.fna.gz GCF_002952495.1_cds_from_genomic.fna.gz
SIM5442 GCF_000009725.1_cds_from_genomic.fna.gz GCF_000572175.1_cds_from_genomic.fna.gz GCF_002850075.1_cds_from_genomic.fna.gz GCF_003815795.1_cds_from_genomic.fna.gz GCF_000217615.1_cds_from_genomic.fna.gz GCF_001901705.1_cds_from_genomic.fna.gz GCF_004795775.1_cds_from_genomic.fna.gz GCF_000196575.1_cds_from_genomic.fna.gz GCF_000941035.1_cds_from_genomic.fna.gz GCF_001697705.1_cds_from_genomic.fna.gz
SIM5443 GCF_001506885.1_cds_from_genomic.fna.gz GCF_000277405.1_cds_from_genomic.fna.gz GCF_008728935.1_cds_from_genomic.fna.gz GCF_003813125.1_cds_from_genomic.fna.gz GCF_002943545.1_cds_from_genomic.fna.gz GCF_003515605.1_cds_from_genomic.fna.gz GCF_000013405.1_cds_from_genomic.fna.gz GCF_003368245.1_cds_from_genomic.fna.gz GCF_002850075.1_cds_from_genomic.fna.gz GCF_003547035.1_cds_from_genomic.fna.gz
SIM5444 GCF_000012245.1_cds_from_genomic.fna.gz GCF_005518095.1_cds_from_genomic.fna.gz GCF_002906495.1_cds_from_genomic.fna.gz GCF_000008785.1_cds_from_genomic.fna.gz GCF_002868775.1_cds_from_genomic.fna.gz GCF_009797665.1_cds_from_genomic.fna.gz GCF_008326525.1_cds_from_genomic.fna.gz GCF_003402915.1_cds_from_genomic.fna.gz GCF_001647655.1_cds_from_genomic.fna.gz GCF_004355585.1_cds_from_genomic.fna.gz
SIM5445 GCF_009946845.1_cds_from_genomic.fna.gz GCF_000494835.1_cds_from_genomic.fna.gz GCF_009739575.1_cds_from_genomic.fna.gz GCF_000014645.1_cds_from_genomic.fna.gz GCF_005221405.1_cds_from_genomic.fna.gz GCF_000277245.1_cds_from_genomic.fna.gz GCF_000019765.1_cds_from_genomic.fna.gz GCF_000025365.1_cds_from_genomic.fna.gz GCF_003636855.2_cds_from_genomic.fna.gz GCF_000286715.1_cds_from_genomic.fna.gz
SIM5446 GCF_900236495.1_cds_from_genomic.fna.gz GCF_001887575.1_cds_from_genomic.fna.gz GCF_000506785.4_cds_from_genomic.fna.gz GCF_000835145.1_cds_from_genomic.fna.gz GCF_002220465.1_cds_from_genomic.fna.gz GCF_000835225.1_cds_from_genomic.fna.gz GCF_006777105.1_cds_from_genomic.fna.gz GCF_002777135.1_cds_from_genomic.fna.gz GCF_000277425.1_cds_from_genomic.fna.gz GCF_000007925.1_cds_from_genomic.fna.gz
SIM5447 GCF_003004255.1_cds_from_genomic.fna.gz GCF_001929095.2_cds_from_genomic.fna.gz GCF_000756145.1_cds_from_genomic.fna.gz GCF_000008785.1_cds_from_genomic.fna.gz GCF_001746635.1_cds_from_genomic.fna.gz GCF_001922485.1_cds_from_genomic.fna.gz GCF_002891825.2_cds_from_genomic.fna.gz GCF_000179235.2_cds_from_genomic.fna.gz GCF_008727475.1_cds_from_genomic.fna.gz GCF_000307795.1_cds_from_genomic.fna.gz
SIM5448 GCF_001506265.1_cds_from_genomic.fna.gz GCF_001697125.1_cds_from_genomic.fna.gz GCF_900128735.1_cds_from_genomic.fna.gz GCF_900636955.1_cds_from_genomic.fna.gz GCF_004771095.1_cds_from_genomic.fna.gz GCF_002191335.1_cds_from_genomic.fna.gz GCF_001412295.1_cds_from_genomic.fna.gz GCF_009741445.1_cds_from_genomic.fna.gz GCF_003010675.1_cds_from_genomic.fna.gz GCF_900637335.1_cds_from_genomic.fna.gz
SIM5449 GCF_001697565.1_cds_from_genomic.fna.gz GCF_001697905.1_cds_from_genomic.fna.gz GCF_004337615.1_cds_from_genomic.fna.gz GCF_000742895.1_cds_from_genomic.fna.gz GCF_000011705.1_cds_from_genomic.fna.gz GCF_002906415.1_cds_from_genomic.fna.gz GCF_000740415.1_cds_from_genomic.fna.gz GCF_000632945.1_cds_from_genomic.fna.gz GCF_000017105.1_cds_from_genomic.fna.gz GCF_002587105.1_cds_from_genomic.fna.gz
SIM5450 GCF_006274235.1_cds_from_genomic.fna.gz GCF_003060765.1_cds_from_genomic.fna.gz GCF_001509195.1_cds_from_genomic.fna.gz GCF_008808015.1_cds_from_genomic.fna.gz GCF_003209315.1_cds_from_genomic.fna.gz GCF_004758865.1_cds_from_genomic.fna.gz GCF_000755885.1_cds_from_genomic.fna.gz GCF_010196425.1_cds_from_genomic.fna.gz GCF_002197465.1_cds_from_genomic.fna.gz GCF_007005445.1_cds_from_genomic.fna.gz
SIM5451 GCF_001610735.1_cds_from_genomic.fna.gz GCF_000195955.2_cds_from_genomic.fna.gz GCF_000021405.1_cds_from_genomic.fna.gz GCF_002191375.1_cds_from_genomic.fna.gz GCF_000147875.1_cds_from_genomic.fna.gz GCF_003060725.1_cds_from_genomic.fna.gz GCF_002173635.1_cds_from_genomic.fna.gz GCF_001507005.1_cds_from_genomic.fna.gz GCF_001753245.1_cds_from_genomic.fna.gz GCF_011604765.1_cds_from_genomic.fna.gz
SIM5452 GCF_000253215.1_cds_from_genomic.fna.gz GCF_000018665.1_cds_from_genomic.fna.gz GCF_001412295.1_cds_from_genomic.fna.gz GCF_012272735.1_cds_from_genomic.fna.gz GCF_000143945.1_cds_from_genomic.fna.gz GCF_001753305.1_cds_from_genomic.fna.gz GCF_000959165.1_cds_from_genomic.fna.gz GCF_001806445.1_cds_from_genomic.fna.gz GCF_002954185.1_cds_from_genomic.fna.gz GCF_001587135.1_cds_from_genomic.fna.gz
SIM5453 GCF_002407125.1_cds_from_genomic.fna.gz GCF_000534935.2_cds_from_genomic.fna.gz GCF_002356015.1_cds_from_genomic.fna.gz GCF_004345205.1_cds_from_genomic.fna.gz GCF_000195515.1_cds_from_genomic.fna.gz GCF_002214785.1_cds_from_genomic.fna.gz GCF_002073255.2_cds_from_genomic.fna.gz GCF_002128045.1_cds_from_genomic.fna.gz GCF_002128185.1_cds_from_genomic.fna.gz GCF_008727455.1_cds_from_genomic.fna.gz
SIM5454 GCF_006339235.1_cds_from_genomic.fna.gz GCF_003971585.1_cds_from_genomic.fna.gz GCF_008824205.1_cds_from_genomic.fna.gz GCF_000770535.1_cds_from_genomic.fna.gz GCF_000376705.1_cds_from_genomic.fna.gz GCF_000632885.1_cds_from_genomic.fna.gz GCF_000367725.2_cds_from_genomic.fna.gz GCF_000313385.1_cds_from_genomic.fna.gz GCF_000014025.1_cds_from_genomic.fna.gz GCF_001697345.1_cds_from_genomic.fna.gz
SIM5455 GCF_000970225.1_cds_from_genomic.fna.gz GCF_001272715.1_cds_from_genomic.fna.gz GCF_001647895.1_cds_from_genomic.fna.gz GCF_002208705.2_cds_from_genomic.fna.gz GCF_002155245.1_cds_from_genomic.fna.gz GCF_002111025.1_cds_from_genomic.fna.gz GCF_002891845.2_cds_from_genomic.fna.gz GCF_009946285.1_cds_from_genomic.fna.gz GCF_000010025.1_cds_from_genomic.fna.gz GCF_004101545.1_cds_from_genomic.fna.gz
SIM5456 GCF_002128125.1_cds_from_genomic.fna.gz GCF_000192315.1_cds_from_genomic.fna.gz GCF_000143945.1_cds_from_genomic.fna.gz GCF_005280375.1_cds_from_genomic.fna.gz GCF_002803025.2_cds_from_genomic.fna.gz GCF_002447055.1_cds_from_genomic.fna.gz GCF_008807995.1_cds_from_genomic.fna.gz GCF_002749655.1_cds_from_genomic.fna.gz GCF_000524575.1_cds_from_genomic.fna.gz GCF_001007085.1_cds_from_genomic.fna.gz
SIM5457 GCF_000277365.1_cds_from_genomic.fna.gz GCF_000317875.1_cds_from_genomic.fna.gz GCF_000742655.1_cds_from_genomic.fna.gz GCF_000009105.1_cds_from_genomic.fna.gz GCF_001506565.1_cds_from_genomic.fna.gz GCF_008033255.1_cds_from_genomic.fna.gz GCF_900236435.1_cds_from_genomic.fna.gz GCF_001042735.1_cds_from_genomic.fna.gz GCF_000277205.1_cds_from_genomic.fna.gz GCF_003515445.1_cds_from_genomic.fna.gz
SIM5458 GCF_900489715.1_cds_from_genomic.fna.gz GCF_000632865.1_cds_from_genomic.fna.gz GCF_000756085.1_cds_from_genomic.fna.gz GCF_000284355.1_cds_from_genomic.fna.gz GCF_011765485.1_cds_from_genomic.fna.gz GCF_002208235.1_cds_from_genomic.fna.gz GCF_009944725.1_cds_from_genomic.fna.gz GCF_000875695.1_cds_from_genomic.fna.gz GCF_000234725.1_cds_from_genomic.fna.gz GCF_000015825.1_cds_from_genomic.fna.gz
SIM5459 GCF_003798205.1_cds_from_genomic.fna.gz GCF_003351825.1_cds_from_genomic.fna.gz GCF_003265005.1_cds_from_genomic.fna.gz GCF_000835085.1_cds_from_genomic.fna.gz GCF_002446915.1_cds_from_genomic.fna.gz GCF_000008605.1_cds_from_genomic.fna.gz GCF_003949725.2_cds_from_genomic.fna.gz GCF_002446995.1_cds_from_genomic.fna.gz GCF_000770395.1_cds_from_genomic.fna.gz GCF_002776845.1_cds_from_genomic.fna.gz
SIM5460 GCF_009730235.1_cds_from_genomic.fna.gz GCF_000091565.1_cds_from_genomic.fna.gz GCF_008728255.1_cds_from_genomic.fna.gz GCF_000017785.1_cds_from_genomic.fna.gz GCF_001506285.1_cds_from_genomic.fna.gz GCF_000286795.1_cds_from_genomic.fna.gz GCF_900475345.1_cds_from_genomic.fna.gz GCF_001750145.1_cds_from_genomic.fna.gz GCF_000227645.1_cds_from_genomic.fna.gz GCF_000195775.1_cds_from_genomic.fna.gz
SIM5461 GCF_000348585.1_cds_from_genomic.fna.gz GCF_001506345.1_cds_from_genomic.fna.gz GCF_011765505.1_cds_from_genomic.fna.gz GCF_007431745.1_cds_from_genomic.fna.gz GCF_000604105.1_cds_from_genomic.fna.gz GCF_003287125.1_cds_from_genomic.fna.gz GCF_001021915.1_cds_from_genomic.fna.gz GCF_000046845.1_cds_from_genomic.fna.gz GCF_002716965.2_cds_from_genomic.fna.gz GCF_902459825.1_cds_from_genomic.fna.gz
SIM5462 GCF_001007045.1_cds_from_genomic.fna.gz GCF_000832665.1_cds_from_genomic.fna.gz GCF_009741445.1_cds_from_genomic.fna.gz GCF_003516085.1_cds_from_genomic.fna.gz GCF_000317875.1_cds_from_genomic.fna.gz GCF_001007105.1_cds_from_genomic.fna.gz GCF_000832465.1_cds_from_genomic.fna.gz GCF_003932055.1_cds_from_genomic.fna.gz GCF_000832965.1_cds_from_genomic.fna.gz GCF_012225225.1_cds_from_genomic.fna.gz
SIM5463 GCF_000834965.1_cds_from_genomic.fna.gz GCF_001663095.1_cds_from_genomic.fna.gz GCF_000315955.1_cds_from_genomic.fna.gz GCF_000833515.1_cds_from_genomic.fna.gz GCF_000318565.1_cds_from_genomic.fna.gz GCF_000019325.1_cds_from_genomic.fna.gz GCF_000828795.1_cds_from_genomic.fna.gz GCF_003186595.1_cds_from_genomic.fna.gz GCF_900638185.1_cds_from_genomic.fna.gz GCF_000730205.1_cds_from_genomic.fna.gz
SIM5464 GCF_002753955.1_cds_from_genomic.fna.gz GCF_002448055.1_cds_from_genomic.fna.gz GCF_000875695.1_cds_from_genomic.fna.gz GCF_004141755.1_cds_from_genomic.fna.gz GCF_900236535.1_cds_from_genomic.fna.gz GCF_008330785.1_cds_from_genomic.fna.gz GCF_009664815.1_cds_from_genomic.fna.gz GCF_002447035.1_cds_from_genomic.fna.gz GCF_000494835.1_cds_from_genomic.fna.gz GCF_001806485.1_cds_from_genomic.fna.gz
SIM5465 GCF_011290405.1_cds_from_genomic.fna.gz GCF_000008205.1_cds_from_genomic.fna.gz GCF_009941325.1_cds_from_genomic.fna.gz GCF_002090315.1_cds_from_genomic.fna.gz GCF_001543225.1_cds_from_genomic.fna.gz GCF_000236255.1_cds_from_genomic.fna.gz GCF_002892555.1_cds_from_genomic.fna.gz GCF_000015525.1_cds_from_genomic.fna.gz GCF_008330785.1_cds_from_genomic.fna.gz GCF_006770505.1_cds_from_genomic.fna.gz
SIM5466 GCF_003003535.1_cds_from_genomic.fna.gz GCF_003382815.1_cds_from_genomic.fna.gz GCF_000294695.2_cds_from_genomic.fna.gz GCF_001753145.1_cds_from_genomic.fna.gz GCF_011464055.1_cds_from_genomic.fna.gz GCF_003516065.1_cds_from_genomic.fna.gz GCF_002447555.1_cds_from_genomic.fna.gz GCF_005221385.1_cds_from_genomic.fna.gz GCF_000225445.1_cds_from_genomic.fna.gz GCF_000092485.1_cds_from_genomic.fna.gz
SIM5467 GCF_003030185.1_cds_from_genomic.fna.gz GCF_006338685.1_cds_from_genomic.fna.gz GCF_002346025.1_cds_from_genomic.fna.gz GCF_005222565.1_cds_from_genomic.fna.gz GCF_001299565.1_cds_from_genomic.fna.gz GCF_900119955.1_cds_from_genomic.fna.gz GCF_000512835.2_cds_from_genomic.fna.gz GCF_001653415.1_cds_from_genomic.fna.gz GCF_000012725.1_cds_from_genomic.fna.gz GCF_002151485.1_cds_from_genomic.fna.gz
SIM5468 GCF_000833165.1_cds_from_genomic.fna.gz GCF_004295545.1_cds_from_genomic.fna.gz GCF_003368105.1_cds_from_genomic.fna.gz GCF_001518935.2_cds_from_genomic.fna.gz GCF_008330865.1_cds_from_genomic.fna.gz GCF_002886165.1_cds_from_genomic.fna.gz GCF_000959405.1_cds_from_genomic.fna.gz GCF_003812925.1_cds_from_genomic.fna.gz GCF_900175995.1_cds_from_genomic.fna.gz GCF_002843645.1_cds_from_genomic.fna.gz
SIM5469 GCF_001854365.1_cds_from_genomic.fna.gz GCF_002116855.1_cds_from_genomic.fna.gz GCF_006337385.1_cds_from_genomic.fna.gz GCF_000020365.1_cds_from_genomic.fna.gz GCF_000015965.1_cds_from_genomic.fna.gz GCF_001507205.1_cds_from_genomic.fna.gz GCF_003003815.1_cds_from_genomic.fna.gz GCF_003004215.1_cds_from_genomic.fna.gz GCF_007833595.1_cds_from_genomic.fna.gz GCF_000401735.2_cds_from_genomic.fna.gz
SIM5470 GCF_002859385.1_cds_from_genomic.fna.gz GCF_002906555.1_cds_from_genomic.fna.gz GCF_002447315.1_cds_from_genomic.fna.gz GCF_002147855.1_cds_from_genomic.fna.gz GCF_008802935.1_cds_from_genomic.fna.gz GCF_000147715.2_cds_from_genomic.fna.gz GCF_003798445.1_cds_from_genomic.fna.gz GCF_003367295.1_cds_from_genomic.fna.gz GCF_002243555.1_cds_from_genomic.fna.gz GCF_000934305.1_cds_from_genomic.fna.gz
SIM5471 GCF_000184205.1_cds_from_genomic.fna.gz GCF_002850155.1_cds_from_genomic.fna.gz GCF_005519135.1_cds_from_genomic.fna.gz GCF_002859305.1_cds_from_genomic.fna.gz GCF_001697645.1_cds_from_genomic.fna.gz GCF_000828555.1_cds_from_genomic.fna.gz GCF_001597645.2_cds_from_genomic.fna.gz GCF_001750825.1_cds_from_genomic.fna.gz GCF_002902885.1_cds_from_genomic.fna.gz GCF_900236575.1_cds_from_genomic.fna.gz
SIM5472 GCF_900128595.1_cds_from_genomic.fna.gz GCF_001955735.1_cds_from_genomic.fna.gz GCF_001922225.1_cds_from_genomic.fna.gz GCF_000327485.1_cds_from_genomic.fna.gz GCF_001558175.1_cds_from_genomic.fna.gz GCF_000328665.1_cds_from_genomic.fna.gz GCF_000740315.1_cds_from_genomic.fna.gz GCF_003003755.1_cds_from_genomic.fna.gz GCF_009939975.1_cds_from_genomic.fna.gz GCF_001708265.1_cds_from_genomic.fna.gz
